passengerid,survived,pclass,name,sex,age,sibsp,parch,fare,embarked,familysize,isalone,no_fare,title,fare_category,small_f,med_f,large_f
997,,3,550,1,28.0,0,0,22.525,2,1,1,0,3,3,0,0,0
998,,3,168,1,21.0,0,0,7.8208,1,1,1,0,3,1,0,0,0
999,,3,1030,1,28.0,0,0,7.75,1,1,1,0,3,1,0,0,0
1000,,3,1258,1,28.0,0,0,8.7125,2,1,1,0,3,2,0,0,0
1001,,2,1152,1,18.5,0,0,13.0,2,1,1,0,3,2,0,0,0
1002,,2,1128,1,41.0,0,0,15.0458,0,1,1,0,3,3,0,0,0
1003,,3,1074,0,28.0,0,0,7.7792,1,1,1,0,2,1,0,0,0
1004,,1,375,0,36.0,0,0,31.6792,0,1,1,0,2,4,0,0,0
1005,,3,167,0,18.5,0,0,7.2833,1,1,1,0,2,1,0,0,0
1006,,1,1141,0,63.0,1,0,221.7792,2,2,0,0,4,4,1,0,0
1007,,3,237,1,18.0,1,0,14.4542,0,2,0,0,3,2,1,0,0
1008,,3,1167,1,28.0,0,0,6.4375,0,1,1,0,3,1,0,0,0
1009,,3,1056,0,1.0,1,1,16.7,2,3,0,0,2,3,0,1,0
1010,,1,103,1,36.0,0,0,75.2417,0,1,1,0,3,4,0,0,0
1011,,2,225,0,29.0,1,0,26.0,2,2,0,0,4,3,1,0,0
1012,,2,1225,0,12.0,0,0,15.75,2,1,1,0,2,3,0,0,0
1013,,3,643,1,28.0,1,0,7.75,1,2,0,0,3,1,1,0,0
1014,,1,1063,0,35.0,1,0,57.75,0,2,0,0,4,4,1,0,0
1015,,3,213,1,28.0,0,0,7.25,2,1,1,0,3,1,0,0,0
1016,,3,637,1,28.0,0,0,7.75,1,1,1,0,3,1,0,0,0
1017,,3,279,0,17.0,0,1,16.1,2,2,0,0,2,3,1,0,0
1018,,3,157,1,22.0,0,0,7.7958,2,1,1,0,3,1,0,0,0
1019,,3,767,0,28.0,2,0,23.25,1,3,0,0,2,3,0,1,0
1020,,2,146,1,42.0,0,0,13.0,2,1,1,0,3,2,0,0,0
1021,,3,954,1,24.0,0,0,8.05,2,1,1,0,3,2,0,0,0
1022,,3,1122,1,32.0,0,0,8.05,2,1,1,0,3,2,0,0,0
1023,,1,460,1,53.0,0,0,28.5,0,1,1,0,1,3,0,0,0
1024,,3,688,0,28.0,0,4,25.4667,2,5,0,0,4,3,0,0,1
1025,,3,1166,1,28.0,1,0,6.4375,0,2,0,0,3,1,1,0,0
1026,,3,331,1,43.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
1027,,3,201,1,24.0,0,0,7.8542,2,1,1,0,3,1,0,0,0
1028,,3,1283,1,26.5,0,0,7.225,0,1,1,0,3,1,0,0,0
1029,,2,1064,1,26.0,0,0,13.0,2,1,1,0,3,2,0,0,0
1030,,3,346,0,23.0,0,0,8.05,2,1,1,0,2,2,0,0,0
1031,,3,458,1,40.0,1,6,46.9,2,8,0,0,3,4,0,0,1
1032,,3,455,0,10.0,5,2,46.9,2,8,0,0,2,4,0,0,1
1033,,1,299,0,33.0,0,0,151.55,2,1,1,0,2,4,0,0,0
1034,,1,1035,1,61.0,1,3,262.375,0,5,0,0,3,4,0,0,1
1035,,2,104,1,28.0,0,0,26.0,2,1,1,0,3,3,0,0,0
1036,,1,705,1,42.0,0,0,26.55,2,1,1,0,3,3,0,0,0
1037,,3,1205,1,31.0,3,0,18.0,2,4,0,0,3,3,0,1,0
1038,,1,534,1,28.0,0,0,51.8625,2,1,1,0,3,4,0,0,0
1039,,3,307,1,22.0,0,0,8.05,2,1,1,0,3,2,0,0,0
1040,,1,277,1,28.0,0,0,26.55,2,1,1,0,3,3,0,0,0
1041,,2,665,1,30.0,1,1,26.0,2,3,0,0,1,3,0,1,0
1042,,1,360,0,23.0,0,1,83.1583,0,2,0,0,4,4,1,0,0
1043,,3,758,1,28.0,0,0,7.8958,0,1,1,0,3,1,0,0,0
1044,,3,1136,1,60.5,0,0,14.4542,2,1,1,0,3,2,0,0,0
1045,,3,657,0,36.0,0,2,12.1833,2,3,0,0,4,2,0,1,0
1046,,3,60,1,13.0,4,2,31.3875,2,7,0,0,0,4,0,0,1
1047,,3,355,1,24.0,0,0,7.55,2,1,1,0,3,1,0,0,0
1048,,1,122,0,29.0,0,0,221.7792,2,1,1,0,2,4,0,0,0
1049,,3,727,0,23.0,0,0,7.8542,2,1,1,0,2,1,0,0,0
1050,,1,134,1,42.0,0,0,26.55,2,1,1,0,3,3,0,0,0
1051,,3,934,0,26.0,0,2,13.775,2,3,0,0,4,2,0,1,0
1052,,3,1110,0,28.0,0,0,7.7333,1,1,1,0,2,1,0,0,0
1053,,3,1183,1,7.0,1,1,15.2458,0,3,0,0,0,3,0,1,0
1054,,2,1272,0,26.0,0,0,13.5,2,1,1,0,2,2,0,0,0
1055,,3,935,1,28.0,0,0,7.0,2,1,1,0,3,1,0,0,0
1056,,2,949,1,41.0,0,0,13.0,2,1,1,0,1,2,0,0,0
1057,,3,652,0,26.0,1,1,22.025,2,3,0,0,4,3,0,1,0
1058,,1,153,1,48.0,0,0,50.4958,0,1,1,0,3,4,0,0,0
1059,,3,397,1,18.0,2,2,34.375,2,5,0,0,3,4,0,0,1
1060,,1,215,0,28.0,0,0,27.7208,0,1,1,0,4,3,0,0,0
1061,,3,522,0,22.0,0,0,8.9625,2,1,1,0,2,2,0,0,0
1062,,3,715,1,28.0,0,0,7.55,2,1,1,0,3,1,0,0,0
1063,,3,1284,1,27.0,0,0,7.225,0,1,1,0,3,1,0,0,0
1064,,3,358,1,23.0,1,0,13.9,2,2,0,0,3,2,1,0,0
1065,,3,1180,1,28.0,0,0,7.2292,0,1,1,0,3,1,0,0,0
1066,,3,62,1,40.0,1,5,31.3875,2,7,0,0,3,4,0,0,1
1067,,2,160,0,15.0,0,2,39.0,2,3,0,0,2,4,0,1,0
1068,,2,1083,0,20.0,0,0,36.75,2,1,1,0,2,4,0,0,0
1069,,1,1130,1,54.0,1,0,55.4417,0,2,0,0,3,4,1,0,0
1070,,2,109,0,36.0,0,3,39.0,2,4,0,0,4,4,0,1,0
1071,,1,258,0,64.0,0,2,83.1583,0,3,0,0,4,4,0,1,0
1072,,2,770,1,30.0,0,0,13.0,2,1,1,0,3,2,0,0,0
1073,,1,257,1,37.0,1,1,83.1583,0,3,0,0,3,4,0,1,0
1074,,1,756,0,18.0,1,0,53.1,2,2,0,0,4,4,1,0,0
1075,,3,672,1,28.0,0,0,7.75,1,1,1,0,3,1,0,0,0
1076,,1,341,0,27.0,1,1,247.5208,0,3,0,0,4,4,0,1,0
1077,,2,760,1,40.0,0,0,16.0,2,1,1,0,3,3,0,0,0
1078,,2,961,0,21.0,0,1,21.0,2,2,0,0,2,3,1,0,0
1079,,3,309,1,17.0,2,0,8.05,2,3,0,0,3,2,0,1,0
1080,,3,1045,0,28.0,8,2,69.55,2,11,0,0,2,4,0,0,1
1081,,2,1209,1,40.0,0,0,13.0,2,1,1,0,3,2,0,0,0
1082,,2,48,1,34.0,1,0,26.0,2,2,0,0,3,3,1,0,0
1083,,1,1051,1,28.0,0,0,26.0,2,1,1,0,3,3,0,0,0
1084,,3,1294,1,11.5,1,1,14.5,2,3,0,0,0,2,0,1,0
1085,,2,714,1,61.0,0,0,12.35,1,1,1,0,3,2,0,0,0
1086,,2,348,1,8.0,0,2,32.5,2,3,0,0,0,4,0,1,0
1087,,3,621,1,33.0,0,0,7.8542,2,1,1,0,3,1,0,0,0
1088,,1,1117,1,6.0,0,2,134.5,0,3,0,0,0,4,0,1,0
1089,,3,862,0,18.0,0,0,7.775,2,1,1,0,2,1,0,0,0
1090,,2,85,1,23.0,0,0,10.5,2,1,1,0,3,2,0,0,0
1091,,3,978,0,28.0,0,0,8.1125,2,1,1,0,4,2,0,0,0
1092,,3,832,0,28.0,0,0,15.5,1,1,1,0,2,3,0,0,0
1093,,3,295,1,0.33,0,2,14.4,2,3,0,0,0,2,0,1,0
1094,,1,68,1,47.0,1,0,227.525,0,2,0,0,1,4,1,0,0
1095,,2,975,0,8.0,1,1,26.0,2,3,0,0,2,3,0,1,0
1096,,2,44,1,25.0,0,0,10.5,2,1,1,0,3,2,0,0,0
1097,,1,897,1,28.0,0,0,25.7417,0,1,1,0,3,3,0,0,0
1098,,3,776,0,35.0,0,0,7.75,1,1,1,0,2,1,0,0,0
1099,,2,251,1,24.0,0,0,10.5,2,1,1,0,3,2,0,0,0
1100,,1,1019,0,33.0,0,0,27.7208,0,1,1,0,2,3,0,0,0
1101,,3,319,1,25.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
1102,,3,28,1,32.0,0,0,22.525,2,1,1,0,3,3,0,0,0
1103,,3,383,1,28.0,0,0,7.05,2,1,1,0,3,1,0,0,0
1104,,2,314,1,17.0,0,0,73.5,2,1,1,0,3,4,0,0,0
1105,,2,560,0,60.0,1,0,26.0,2,2,0,0,4,3,1,0,0
1106,,3,35,0,38.0,4,2,7.775,2,7,0,0,2,1,0,0,1
1107,,1,515,1,42.0,0,0,42.5,2,1,1,0,3,4,0,0,0
1108,,3,738,0,28.0,0,0,7.8792,1,1,1,0,2,1,0,0,0
1109,,1,1247,1,57.0,1,1,164.8667,2,3,0,0,3,4,0,1,0
1110,,1,1252,0,50.0,1,1,211.5,0,3,0,0,4,4,0,1,0
1111,,3,1170,1,28.0,0,0,8.05,2,1,1,0,3,2,0,0,0
1112,,2,357,0,30.0,1,0,13.8583,0,2,0,0,2,2,1,0,0
1113,,3,987,1,21.0,0,0,8.05,2,1,1,0,3,2,0,0,0
1114,,2,264,0,22.0,0,0,10.5,2,1,1,0,4,2,0,0,0
1115,,3,620,1,21.0,0,0,7.7958,2,1,1,0,3,1,0,0,0
1116,,1,193,0,53.0,0,0,27.4458,0,1,1,0,4,3,0,0,0
1117,,3,823,0,28.0,0,2,15.2458,0,3,0,0,4,3,0,1,0
1118,,3,63,1,23.0,0,0,7.7958,2,1,1,0,3,1,0,0,0
1119,,3,781,0,28.0,0,0,7.75,1,1,1,0,2,1,0,0,0
1120,,3,376,1,40.5,0,0,15.1,2,1,1,0,3,3,0,0,0
1121,,2,543,1,36.0,0,0,13.0,2,1,1,0,3,2,0,0,0
1122,,2,1153,1,14.0,0,0,65.0,2,1,1,0,3,4,0,0,0
1123,,1,1257,0,21.0,0,0,26.55,2,1,1,0,2,3,0,0,0
1124,,3,1254,1,21.0,1,0,6.4958,2,2,0,0,3,1,1,0,0
1125,,3,710,1,28.0,0,0,7.8792,1,1,1,0,3,1,0,0,0
1126,,1,285,1,39.0,1,0,71.2833,0,2,0,0,3,4,1,0,0
1127,,3,1210,1,20.0,0,0,7.8542,2,1,1,0,3,1,0,0,0
1128,,1,1222,1,64.0,1,0,75.25,0,2,0,0,3,4,1,0,0
1129,,3,75,1,20.0,0,0,7.225,0,1,1,0,3,1,0,0,0
1130,,2,535,0,18.0,1,1,13.0,2,3,0,0,2,2,0,1,0
1131,,1,342,0,48.0,1,0,106.425,0,2,0,0,4,4,1,0,0
1132,,1,709,0,55.0,0,0,27.7208,0,1,1,0,4,3,0,0,0
1133,,2,235,0,45.0,0,2,30.0,2,3,0,0,4,3,0,1,0
1134,,1,1118,1,45.0,1,1,134.5,0,3,0,0,3,4,0,1,0
1135,,3,566,1,28.0,0,0,7.8875,2,1,1,0,3,1,0,0,0
1136,,3,603,1,28.0,1,2,23.45,2,4,0,0,0,3,0,1,0
1137,,1,639,1,41.0,1,0,51.8625,2,2,0,0,3,4,1,0,0
1138,,2,623,0,22.0,0,0,21.0,2,1,1,0,4,3,0,0,0
1139,,2,349,1,42.0,1,1,32.5,2,3,0,0,3,4,0,1,0
1140,,2,548,0,29.0,1,0,26.0,2,2,0,0,4,3,1,0,0
1141,,3,642,0,28.0,1,0,14.4542,0,2,0,0,4,2,1,0,0
1142,,2,1236,0,0.92,1,2,27.75,2,4,0,0,2,3,0,1,0
1143,,3,8,1,20.0,0,0,7.925,2,1,1,0,3,2,0,0,0
1144,,1,238,1,27.0,1,0,136.7792,0,2,0,0,3,4,1,0,0
1145,,3,1049,1,24.0,0,0,9.325,2,1,1,0,3,2,0,0,0
1146,,3,1235,1,32.5,0,0,9.5,2,1,1,0,3,2,0,0,0
1147,,3,731,1,28.0,0,0,7.55,2,1,1,0,3,1,0,0,0
1148,,3,739,1,28.0,0,0,7.75,1,1,1,0,3,1,0,0,0
1149,,3,861,1,28.0,0,0,8.05,2,1,1,0,3,2,0,0,0
1150,,2,115,0,19.0,0,0,13.0,2,1,1,0,2,2,0,0,0
1151,,3,792,1,21.0,0,0,7.775,2,1,1,0,3,1,0,0,0
1152,,3,1287,1,36.5,1,0,17.4,2,2,0,0,3,3,1,0,0
1153,,3,864,1,21.0,0,0,7.8542,2,1,1,0,3,1,0,0,0
1154,,2,1234,0,29.0,0,2,23.0,2,3,0,0,4,3,0,1,0
1155,,3,655,0,1.0,1,1,12.1833,2,3,0,0,2,2,0,1,0
1156,,2,970,1,30.0,0,0,12.7375,0,1,1,0,3,2,0,0,0
1157,,3,730,1,28.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
1158,,1,232,1,28.0,0,0,0.0,2,1,1,1,3,1,0,0,0
1159,,3,1221,1,28.0,0,0,7.55,2,1,1,0,3,1,0,0,0
1160,,3,558,0,28.0,0,0,8.05,2,1,1,0,2,2,0,0,0
1161,,3,967,1,17.0,0,0,8.6625,2,1,1,0,3,2,0,0,0
1162,,1,762,1,46.0,0,0,75.2417,0,1,1,0,3,4,0,0,0
1163,,3,404,1,28.0,0,0,7.75,1,1,1,0,3,1,0,0,0
1164,,1,239,0,26.0,1,0,136.7792,0,2,0,0,4,4,1,0,0
1165,,3,694,0,28.0,1,0,15.5,1,2,0,0,2,3,1,0,0
1166,,3,1039,1,28.0,0,0,7.225,0,1,1,0,3,1,0,0,0
1167,,2,165,0,20.0,1,0,26.0,2,2,0,0,2,3,1,0,0
1168,,2,922,1,28.0,0,0,10.5,2,1,1,0,3,2,0,0,0
1169,,2,380,1,40.0,1,0,26.0,2,2,0,0,3,3,1,0,0
1170,,2,1218,1,30.0,1,0,21.0,2,2,0,0,3,3,1,0,0
1171,,2,907,1,22.0,0,0,10.5,2,1,1,0,3,2,0,0,0
1172,,3,898,0,23.0,0,0,8.6625,2,1,1,0,2,2,0,0,0
1173,,3,932,1,0.75,1,1,13.775,2,3,0,0,0,2,0,1,0
1174,,3,386,0,28.0,0,0,7.75,1,1,1,0,2,1,0,0,0
1175,,3,1184,0,9.0,1,1,15.2458,0,3,0,0,2,3,0,1,0
1176,,3,1016,0,2.0,1,1,20.2125,2,3,0,0,2,3,0,1,0
1177,,3,324,1,36.0,0,0,7.25,2,1,1,0,3,1,0,0,0
1178,,3,407,1,28.0,0,0,7.25,2,1,1,0,3,1,0,0,0
1179,,1,1111,1,24.0,1,0,82.2667,2,2,0,0,3,4,1,0,0
1180,,3,751,1,28.0,0,0,7.2292,0,1,1,0,3,1,0,0,0
1181,,3,396,1,28.0,0,0,8.05,2,1,1,0,3,2,0,0,0
1182,,1,988,1,28.0,0,0,39.6,2,1,1,0,3,4,0,0,0
1183,,3,292,0,30.0,0,0,6.95,1,1,1,0,2,1,0,0,0
1184,,3,842,1,28.0,0,0,7.2292,0,1,1,0,3,1,0,0,0
1185,,1,332,1,53.0,1,1,81.8583,2,3,0,0,1,4,0,1,0
1186,,3,1270,1,36.0,0,0,9.5,2,1,1,0,3,2,0,0,0
1187,,3,47,1,26.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
1188,,2,674,0,1.0,1,2,41.5792,0,4,0,0,2,4,0,1,0
1189,,3,1054,1,28.0,2,0,21.6792,0,3,0,0,3,3,0,1,0
1190,,1,721,1,30.0,0,0,45.5,2,1,1,0,3,4,0,0,0
1191,,3,596,1,29.0,0,0,7.8542,2,1,1,0,3,1,0,0,0
1192,,3,895,1,32.0,0,0,7.775,2,1,1,0,3,1,0,0,0
1193,,2,743,1,28.0,0,0,15.0458,0,1,1,0,3,3,0,0,0
1194,,2,963,1,43.0,0,1,21.0,2,2,0,0,3,3,1,0,0
1195,,3,968,1,24.0,0,0,8.6625,2,1,1,0,3,2,0,0,0
1196,,3,763,0,28.0,0,0,7.75,1,1,1,0,2,1,0,0,0
1197,,1,283,0,64.0,1,1,26.55,2,3,0,0,4,3,0,1,0
1198,,1,25,1,30.0,1,2,151.55,2,4,0,0,3,4,0,1,0
1199,,3,13,1,0.83,0,1,9.35,2,2,0,0,0,2,1,0,0
1200,,1,513,1,55.0,1,1,93.5,2,3,0,0,3,4,0,1,0
1201,,3,489,0,45.0,1,0,14.1083,2,2,0,0,4,2,1,0,0
1202,,3,180,1,18.0,0,0,8.6625,2,1,1,0,3,2,0,0,0
1203,,3,1208,1,22.0,0,0,7.225,0,1,1,0,3,1,0,0,0
1204,,3,1042,1,28.0,0,0,7.575,2,1,1,0,3,1,0,0,0
1205,,3,204,0,37.0,0,0,7.75,1,1,1,0,2,1,0,0,0
1206,,1,1245,0,55.0,0,0,135.6333,0,1,1,0,4,4,0,0,0
1207,,3,476,0,17.0,0,0,7.7333,1,1,1,0,2,1,0,0,0
1208,,1,1120,1,57.0,1,0,146.5208,0,2,0,0,3,4,1,0,0
1209,,2,1011,1,19.0,0,0,10.5,2,1,1,0,3,2,0,0,0
1210,,3,610,1,27.0,0,0,7.8542,2,1,1,0,3,1,0,0,0
1211,,2,583,1,22.0,2,0,31.5,2,3,0,0,3,4,0,1,0
1212,,3,40,1,26.0,0,0,7.775,2,1,1,0,3,1,0,0,0
1213,,3,660,1,25.0,0,0,7.2292,0,1,1,0,3,1,0,0,0
1214,,2,851,1,26.0,0,0,13.0,2,1,1,0,3,2,0,0,0
1215,,1,1027,1,33.0,0,0,26.55,2,1,1,0,3,3,0,0,0
1216,,1,661,0,39.0,0,0,211.3375,2,1,1,0,2,4,0,0,0
1217,,3,67,1,23.0,0,0,7.05,2,1,1,0,3,1,0,0,0
1218,,2,108,0,12.0,2,1,39.0,2,4,0,0,2,4,0,1,0
1219,,1,1020,1,46.0,0,0,79.2,0,1,1,0,3,4,0,0,0
1220,,2,240,1,29.0,1,0,26.0,2,2,0,0,3,3,1,0,0
1221,,2,372,1,21.0,0,0,13.0,2,1,1,0,3,2,0,0,0
1222,,2,310,0,48.0,0,2,36.75,2,3,0,0,4,4,0,1,0
1223,,1,354,1,39.0,0,0,29.7,0,1,1,0,3,3,0,0,0
1224,,3,1168,1,28.0,0,0,7.225,0,1,1,0,3,1,0,0,0
1225,,3,839,0,19.0,1,1,15.7417,0,3,0,0,4,3,0,1,0
1226,,3,266,1,27.0,0,0,7.8958,2,1,1,0,3,1,0,0,0
1227,,1,737,1,30.0,0,0,26.0,2,1,1,0,3,3,0,0,0
1228,,2,1286,1,32.0,0,0,13.0,2,1,1,0,3,2,0,0,0
1229,,3,366,1,39.0,0,2,7.2292,0,3,0,0,3,1,0,1,0
1230,,2,321,1,25.0,0,0,31.5,2,1,1,0,3,4,0,0,0
1231,,3,118,1,28.0,0,0,7.2292,0,1,1,0,0,1,0,0,0
1232,,2,382,1,18.0,0,0,10.5,2,1,1,0,3,2,0,0,0
1233,,3,728,1,32.0,0,0,7.5792,2,1,1,0,3,1,0,0,0
1234,,3,1046,1,28.0,1,9,69.55,2,11,0,0,3,4,0,0,1
1235,,1,199,0,58.0,0,1,512.3292,0,2,0,0,4,4,1,0,0
1236,,3,1293,1,28.0,1,1,14.5,2,3,0,0,0,2,0,1,0
1237,,3,4,0,16.0,0,0,7.65,2,1,1,0,2,1,0,0,0
1238,,2,136,1,26.0,0,0,13.0,2,1,1,0,3,2,0,0,0
1239,,3,1240,0,38.0,0,0,7.2292,0,1,1,0,4,1,0,0,0
1240,,2,437,1,24.0,0,0,13.5,2,1,1,0,3,2,0,0,0
1241,,2,1214,0,31.0,0,0,21.0,2,1,1,0,2,3,0,0,0
1242,,1,467,0,45.0,0,1,63.3583,0,2,0,0,4,4,1,0,0
1243,,2,1134,1,25.0,0,0,10.5,2,1,1,0,3,2,0,0,0
1244,,2,326,1,18.0,0,0,73.5,2,1,1,0,3,4,0,0,0
1245,,2,528,1,49.0,1,2,65.0,2,4,0,0,3,4,0,1,0
1246,,3,316,0,0.17,1,2,20.575,2,4,0,0,2,3,0,1,0
1247,,1,611,1,50.0,0,0,26.0,2,1,1,0,3,3,0,0,0
1248,,1,163,0,59.0,2,0,51.4792,2,3,0,0,4,4,0,1,0
1249,,3,718,1,28.0,0,0,7.8792,2,1,1,0,3,1,0,0,0
1250,,3,883,1,28.0,0,0,7.75,1,1,1,0,3,1,0,0,0
1251,,3,707,0,30.0,1,0,15.55,2,2,0,0,4,3,1,0,0
1252,,3,1044,1,14.5,8,2,69.55,2,11,0,0,0,4,0,0,1
1253,,2,746,0,24.0,1,1,37.0042,0,3,0,0,4,4,0,1,0
1254,,2,1220,0,31.0,0,0,21.0,2,1,1,0,4,3,0,0,0
1255,,3,1142,1,27.0,0,0,8.6625,2,1,1,0,3,2,0,0,0
1256,,1,492,0,25.0,1,0,55.4417,0,2,0,0,4,4,1,0,0
1257,,3,1047,0,28.0,1,9,69.55,2,11,0,0,4,4,0,0,1
1258,,3,195,1,28.0,1,0,14.4583,0,2,0,0,3,2,1,0,0
1259,,3,1000,0,22.0,0,0,39.6875,2,1,1,0,2,4,0,0,0
1260,,1,432,0,45.0,0,1,59.4,0,2,0,0,4,4,1,0,0
1261,,2,910,1,29.0,0,0,13.8583,0,1,1,0,3,2,0,0,0
1262,,2,435,1,21.0,1,0,11.5,2,2,0,0,3,2,1,0,0
1263,,1,1266,0,31.0,0,0,134.5,0,1,1,0,2,4,0,0,0
1264,,1,574,1,49.0,0,0,0.0,2,1,1,1,3,1,0,0,0
1265,,2,490,1,44.0,0,0,13.0,2,1,1,0,3,2,0,0,0
1266,,1,334,0,54.0,1,1,81.8583,2,3,0,0,4,4,0,1,0
1267,,1,144,0,45.0,0,0,262.375,0,1,1,0,2,4,0,0,0
1268,,3,648,0,22.0,2,0,8.6625,2,3,0,0,2,2,0,1,0
1269,,2,272,1,21.0,0,0,11.5,2,1,1,0,3,2,0,0,0
1270,,1,536,1,55.0,0,0,50.0,2,1,1,0,3,4,0,0,0
1271,,3,57,1,5.0,4,2,31.3875,2,7,0,0,0,4,0,0,1
1272,,3,879,1,28.0,0,0,7.75,1,1,1,0,3,1,0,0,0
1273,,3,391,1,26.0,0,0,7.8792,1,1,1,0,3,1,0,0,0
1274,,3,1005,0,28.0,0,0,14.5,2,1,1,0,4,2,0,0,0
1275,,3,780,0,19.0,1,0,16.1,2,2,0,0,4,3,1,0,0
1276,,2,1242,1,28.0,0,0,12.875,2,1,1,0,3,2,0,0,0
1277,,2,527,0,24.0,1,2,65.0,2,4,0,0,2,4,0,1,0
1278,,3,53,1,24.0,0,0,7.775,2,1,1,0,3,1,0,0,0
1279,,2,55,1,57.0,0,0,13.0,2,1,1,0,3,2,0,0,0
1280,,3,192,1,21.0,0,0,7.75,1,1,1,0,3,1,0,0,0
1281,,3,912,1,6.0,3,1,21.075,2,5,0,0,0,3,0,0,1
1282,,1,931,1,23.0,0,0,93.5,2,1,1,0,3,4,0,0,0
1283,,1,712,0,51.0,0,1,39.4,2,2,0,0,4,4,1,0,0
1284,,3,1,1,13.0,0,2,20.25,2,3,0,0,0,3,0,1,0
1285,,2,434,1,47.0,0,0,10.5,2,1,1,0,3,2,0,0,0
1286,,3,651,1,29.0,3,1,22.025,2,5,0,0,3,3,0,0,1
1287,,1,1109,0,18.0,1,0,60.0,2,2,0,0,4,4,1,0,0
1288,,3,246,1,24.0,0,0,7.25,1,1,1,0,3,1,0,0,0
1289,,1,414,0,48.0,1,1,79.2,0,3,0,0,4,4,0,1,0
1290,,3,680,1,22.0,0,0,7.775,2,1,1,0,3,1,0,0,0
1291,,3,259,1,31.0,0,0,7.7333,1,1,1,0,3,1,0,0,0
1292,,1,132,0,30.0,0,0,164.8667,2,1,1,0,2,4,0,0,0
1293,,2,421,1,38.0,1,0,21.0,2,2,0,0,3,3,1,0,0
1294,,1,431,0,22.0,0,1,59.4,0,2,0,0,2,4,1,0,0
1295,,1,206,1,17.0,0,0,47.1,2,1,1,0,3,4,0,0,0
1296,,1,410,1,43.0,1,0,27.7208,0,2,0,0,3,3,1,0,0
1297,,2,869,1,20.0,0,0,13.8625,0,1,1,0,3,2,0,0,0
1298,,2,1219,1,23.0,1,0,10.5,2,2,0,0,3,2,1,0,0
1299,,1,1250,1,50.0,1,1,211.5,0,3,0,0,3,4,0,1,0
1300,,3,1003,0,28.0,0,0,7.7208,1,1,1,0,2,1,0,0,0
1301,,3,933,0,3.0,1,1,13.775,2,3,0,0,2,2,0,1,0
1302,,3,846,0,28.0,0,0,7.75,1,1,1,0,2,1,0,0,0
1303,,1,798,0,37.0,1,0,90.0,1,2,0,0,4,4,1,0,0
1304,,3,524,0,28.0,0,0,7.775,2,1,1,0,2,1,0,0,0
1305,,3,1116,1,28.0,0,0,8.05,2,1,1,0,3,2,0,0,0
1306,,1,888,0,39.0,0,0,108.9,0,1,1,0,1,4,0,0,0
1307,,3,1043,1,38.5,0,0,7.25,2,1,1,0,3,1,0,0,0
1308,,3,1217,1,28.0,0,0,8.05,2,1,1,0,3,2,0,0,0
1309,,3,950,1,28.0,1,1,22.3583,0,3,0,0,0,3,0,1,0
